name,data,table,sizey,sizex,type,type2,category
Input A Rising Load Activation ECT Load 3,1145dc,bf6f0,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 4,114648,bf70c,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 5,1146b4,bf728,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 6,114714,bf744,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 7,114774,bf760,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 8,1147d4,bf77c,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 9,114840,bf798,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 10,1148a0,bf7b4,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 11,11490c,bf7d0,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 12,11496c,bf7ec,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 13,1149d8,bf808,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 14,114a38,bf824,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown B,1151dc,bf9c8,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown C,10fdec,be458,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown D,10fdf2,be46c,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown E,10fdf8,be480,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown F,10fdfe,be494,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown G,10fe24,be4a8,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown H,10fe54,be4bc,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown I,10fe84,be4d0,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown J,10feb4,be4e4,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown K,10eeaa,bdb30,16,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown L,114d60,bf8cc,3,13,3D,3D,Fueling - Transient
CL Fueling Transient Unknown M,114cdc,bf8b0,3,13,3D,3D,Fueling - Transient
CL Fueling Transient Unknown N,114b98,bf85c,8,8,3D,3D,Fueling - Transient
CL Fueling Transient Unknown O,114c7c,bf894,3,7,3D,3D,Fueling - Transient
CL Fueling Transient Unknown P,10ee6c,bdb08,10,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown S,10fdaa,be408,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown V,10eea0,bdb1c,10,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown W,10fda4,be3f4,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown ZA,10fdb6,be430,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown ZD,10fdb0,be41c,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown ZH,115288,bf9dc,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZI,115334,bf9f8,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZJ,1153e0,bfa14,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZK,11548c,bfa30,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZL,1127a0,bf0b0,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZM,115538,bfa4c,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZN,1155e4,bfa68,3,16,3D,3D,Fueling - Transient
TPS Related Fuel Adder Activation Min Load,117934,bfd70,7,7,3D,3D,Miscellaneous - Other
TPS Related Fuel Adder Activation Min Load B,1179d0,bfd8c,7,7,3D,3D,Miscellaneous - Other
GDI Flow Rate,11846c,bffa0,14,6,3D,3D,Fueling - GDI
Ignition Timing Post Start,118f02,bffdc,16,,2D,2D,Ignition Timing - Advance
Minimum Timing,118f34,bfff0,8,,2D,2D,Ignition Timing - Advance
Ignition Timing Compensation MAP Delta (Clutch Depressed),118ffc,c007c,9,,2D,2D,Ignition Timing - Compensation
AFR Sensor Atmospheric Pressure Compensation,11976c,c0588,4,,2D,2D,Fueling - O2 Sensor #1
Minimum CFP Delta for Transient Retard,11a240,c08e4,8,,2D,2D,Ignition Timing - Transient
Ignition Timing Compensation Idle Target Out of Error Range A,11ad6c,c0afc,2,10,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target In Error Range A,11ada4,c0b18,9,9,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target Load Change A,11ae00,c0b34,2,9,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target In Error Range B,11ae60,c0b50,9,10,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target Load Change B,11aee8,c0b6c,2,9,3D,3D,Ignition Timing - Compensation
Transient Ignition Retard ECT Threshhold,118958,118958,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard RPM Threshhold,11895c,11895c,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard TPS Angle Threshhold,118960,118960,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard Engine Load Threshhold,118964,118964,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard,11b1ac,c0c4c,24,8,3D,3D,Ignition Timing - Transient
Transient Ignition Retard Temperature Compensation,11b0bc,c0c30,7,16,3D,3D,Ignition Timing - Transient
Desired Overrun Mass Airflow A,11ead8,c18c4,16,21,3D,3D,Mass Airflow / Engine Load
Desired Overrun Mass Airflow C,11ed88,c18e0,2,2,3D,3D,Mass Airflow / Engine Load
Desired Overrun Mass Airflow B,11ee24,c18fc,16,21,3D,3D,Mass Airflow / Engine Load
Intake Cam Advance Angle Normal AVCS,1271f4,c2dd4,27,16,3D,3D,Variable Valve Timing (AVCS)
Intake Cam Advance Angle Safe AVCS,126f98,c2db8,27,16,3D,3D,Variable Valve Timing (AVCS)
Intake Cam Advance Angle Base AVCS,127434,c2df0,24,12,3D,3D,Variable Valve Timing (AVCS)
Exhaust Cam Retard Angle Normal AVCS,127a74,c2eb4,27,16,3D,3D,Variable Valve Timing (AVCS)
Exhaust Cam Retard Angle Safe AVCS,127668,c2e98,27,16,3D,3D,Variable Valve Timing (AVCS)
Exhaust Cam Retard Angle Base AVCS,126da4,c2d64,24,12,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction A,1281bc,c2fb0,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction B,1282bc,c2fcc,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction C,1283bc,c2fe8,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction D,1284bc,c3004,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction E,128580,c3020,2,2,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction F,128598,c303c,2,2,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction AC Adjust A,126164,c2a48,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction AC Adjust B,126114,c2a34,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction BD Adjust A,126204,c2a70,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction BD Adjust B,1261b4,c2a5c,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction EF Adjust,126254,c2a84,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction E Adjust,12626c,c2a98,2,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction F Adjust,126278,c2aac,2,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction A,1286a4,c30ac,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction B,1287bc,c30c8,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction C,1288d4,c30e4,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction D,1289ec,c3100,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction E,128634,c3074,2,2,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction F,12864c,c3090,2,2,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction AC Adjust A,12630c,c2ad4,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction AC Adjust B,1262bc,c2ac0,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction BD Adjust A,1263ac,c2afc,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction BD Adjust B,12635c,c2ae8,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction EF Adjust,1263fc,c2b10,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction E Adjust,126414,c2b24,2,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction F Adjust,126420,c2b38,2,,2D,2D,Variable Valve Timing (AVCS)
Minimum Port Injection Quantity,10de34,10de34,1,,2D,synth2D,Fueling - Port Injectors
Fuel Injection Ratio ECT Threshold A,10de64,10de64,2,,2D,synth2D,Fueling - Injector Ratio
Low Pulse Width Fuel Injector Compensation,10f358,bde2c,8,,2D,2D,Fueling - Port Injectors
Low Pulse Width Fuel Injector Compensation Maximum RPM,10e500,10e500,1,,2D,synth2D,Fueling - Port Injectors
Low Pulse Width Fuel Injector Compensation Maximum IPW,10e504,10e504,1,,2D,synth2D,Fueling - Port Injectors
Overrun Fueling RPM Resume Threshold,110e38,bead8,16,,2D,2D,Fueling - Overrun
Overrun Enrich RPM Delta Activation,10e530,10e530,1,,2D,synth2D,Fueling - Overrun
Overrun initial injector enrichment (pulsewidth),10e534,10e534,1,,2D,synth2D,Fueling - Overrun
Overrun Fueling Cut Counter RPM Threshold,10e5c8,10e5c8,5,,2D,synth2D,Fueling - Overrun
Hotstart Enrichment Decay Delay,10dc26,10dc26,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Enrichment Decay Step,10e364,10e364,1,,2D,synth2D,Fueling - Hotstart Enrichment
Initial Hotstart Enrichment (High),10e350,10e350,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart High Enrichment Activation Threshold (Coolant Temperature),10e340,10e340,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart High Enrichment Activation Threshold (Intake Air Temperature),10e344,10e344,1,,2D,synth2D,Fueling - Hotstart Enrichment
Initial Hotstart Enrichment (Low),10e354,10e354,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Low Enrichment Activation Threshold (Coolant Temperature),10e348,10e348,1,,2D,synth2D,Fueling - Hotstart Enrichment
Maximum Non-Idle Hotstart Enrichment (Post Delay),10e368,10e368,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Minimum Enrichment Limit Runtime,10dc28,10dc28,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Minimum Enrichment (During Delay and Runtime),10e360,10e360,1,,2D,synth2D,Fueling - Hotstart Enrichment
A/F #3 CL Target Compensation Limits,64700,64700,2,,2D,synth2D,Fueling - AF Correction / Learning
A/F #3 Correction Limits,65084,65084,2,,2D,synth2D,Fueling - AF Correction / Learning
